MAL_ID,Name,Score,Genres,Type,Episodes,Ranked,Popularity,Members,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
10015,Yu☆Gi☆Oh! Zexal,6.34,"Action, Game, Fantasy, Shounen",TV,73,6701,2163,53642,1521,1655,3740,7141,6592,4416,2520,1268,770,601
10016,Kizuna Ichigeki,6.59,"Comedy, Martial Arts",Movie,1,5454,6166,5611,65,163,535,1043,797,400,119,46,23,16
10017,Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,6.68,"Sci-Fi, Adventure, Super Power, Martial Arts, Fantasy, Shounen",OVA,1,5010,2876,31959,1501,1141,2599,4988,3918,2154,913,404,223,123
10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,7.42,"Slice of Life, Comedy",ONA,4,1834,916,162153,7877,15065,30813,28212,12354,5433,2371,982,521,664
10029,Coquelicot-zaka kara,7.85,"Historical, Romance, School, Shoujo",Movie,1,738,1194,123073,8300,13897,22063,16688,6070,2292,742,210,94,64
10030,Bakuman. 2nd Season,8.4,"Comedy, Drama, Romance, Shounen",TV,25,153,488,289356,32226,52496,56133,24916,6780,2260,608,228,112,415
10033,Toriko,7.56,"Action, Adventure, Comedy, Fantasy, Shounen",TV,147,1406,1384,100907,4193,5938,10807,10732,5205,2696,1274,588,315,370
10036,Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,6.59,"Sci-Fi, Music, Drama, Romance, Shoujo",Special,1,5434,10013,1226,28,17,53,86,61,45,8,5,3,5
10039,Chinpui Specials,Unknown,Comedy,Special,2,13627,14368,232,4,Unknown,4,12,19,11,8,6,2,3
10040,Chinpui: Eri-sama Katsudou Daishashin,Unknown,Comedy,Movie,1,13652,13960,263,5,2,4,16,19,19,6,2,2,3
10043,Sailor Fuku Shinryou Tsumaka,6.11,Hentai,OVA,2,Unknown,8138,2639,72,42,75,166,184,149,61,28,35,26
10044,Brave Fire S0.9,Unknown,"Mecha, Sci-Fi",Special,1,13504,12889,369,8,Unknown,1,12,14,14,14,11,6,8
10045,Seishun Fuufu Monogatari: Koiko no Mainichi,Unknown,"Comedy, Drama, Ecchi, Romance, Seinen",OVA,2,11868,12391,455,9,2,2,11,11,13,4,2,6,7
10048,Fuyu no Semi Special,7.02,"Action, Military, Historical, Drama, Samurai, Yaoi",OVA,1,Unknown,6892,4296,184,177,250,363,243,128,42,18,19,46
10049,Nurarihyon no Mago: Sennen Makyou,8,"Action, Demons, Shounen, Supernatural",TV,24,539,1093,135878,8271,15905,24805,15435,4656,1779,486,154,81,82
10050,Macross F Music Clip Shuu: Nyankuri,7.32,Music,Music,1,2257,6979,4132,176,242,432,473,208,131,40,14,8,15
10055,Black Jack: Heian Sento,6.51,Shounen,Movie,1,5851,8859,1983,44,36,78,176,170,81,31,10,4,8
10056,Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,Unknown,"Comedy, Fantasy, Kids",Movie,1,12171,14147,249,7,1,4,12,12,12,1,3,4,2
10057,Sore Ike! Anpanman: Tobe! Tobe! Chibigon,Unknown,"Comedy, Fantasy, Kids",Movie,1,12193,14061,254,7,2,3,10,10,12,6,3,3,4
10058,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,Unknown,"Comedy, Fantasy, Kids",Movie,1,12182,13962,263,12,5,5,13,11,14,1,4,3,3
10059,Sore Ike! Anpanman: Tsumiki Shiro no Himitsu,Unknown,"Kids, Fantasy, Comedy",Movie,1,12187,13454,302,11,2,8,15,16,13,3,1,3,4
10060,Sore Ike! Anpanman: Sora Tobu Ehon to Glass no Kutsu,Unknown,"Comedy, Fantasy, Kids",Movie,1,12173,14020,257,11,2,1,10,11,11,3,Unknown,4,6
10061,Sore Ike! Anpanman: Baikinman no Gyakushuu,Unknown,"Comedy, Fantasy, Kids",Movie,1,12121,13797,275,10,3,4,11,14,12,5,2,3,6
10067,Angel Beats!: Another Epilogue,7.49,"Supernatural, Drama, School",Special,1,1601,708,208751,14918,19078,30925,32992,15635,7525,2432,1091,601,580
10073,Seikon no Qwaser II,6.39,"Action, Super Power, Supernatural, Ecchi, Seinen",TV,12,6444,1283,112105,3461,3626,7112,12228,10885,6638,3881,2054,1339,1101
10074,Toriko 3D: Kaimaku Gourmet Adventure!!,6.73,"Action, Adventure, Comedy, Shounen",Movie,1,4775,5982,6100,166,167,469,915,636,288,92,47,16,26
10075,Naruto x UT,7.4,"Action, Comedy, Super Power, Martial Arts, Shounen",OVA,1,1908,2536,40027,3218,2549,4010,4857,2892,1510,435,230,127,172
10076,Kämpfer für die Liebe,6.5,"Action, Comedy, Ecchi, Shoujo Ai, Super Power",Special,2,5916,2193,52762,1738,2221,4367,7673,6388,3734,1771,984,622,410
10077,Sango no Umi to Ouji,5.76,Fantasy,OVA,1,8974,12697,397,9,4,5,21,21,29,11,11,5,5
10079,Hoshizora e Kakaru Hashi,6.78,"Comedy, Ecchi, Harem, Romance, School",TV,12,4535,1016,146642,4096,6350,13666,22859,15661,9050,3349,1478,706,449
10080,Kami nomi zo Shiru Sekai II,7.94,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,618,423,325315,22705,42216,71609,46502,14452,4800,1383,489,181,189
10083,Shiki Specials,7.81,"Mystery, Horror, Supernatural, Thriller, Vampire",Special,2,805,2012,59835,3916,6820,10831,7711,3095,1189,363,163,105,77
10087,Fate/Zero,8.34,"Action, Supernatural, Magic, Fantasy",TV,13,192,59,1090273,112939,185628,188400,90942,27585,10434,3881,1401,737,1340
10090,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,7.76,"Military, Sci-Fi, Mystery, Police, Mecha, Seinen",Movie,1,895,4375,13275,450,690,1169,868,286,115,33,62,14,37
10092,Break Blade 6: Doukoku no Toride,7.71,"Action, Military, Fantasy, Mecha, Shounen",Movie,1,992,2250,50212,2763,5406,10189,7851,2733,1063,394,138,59,41
10098,Kobato.: Hajimete no Kobato.,6.84,"Fantasy, Comedy, Drama",Special,8,4263,5200,8601,270,240,458,870,670,356,105,38,17,22
10101,Shoujo Senki Brain Jacker,5.81,"Hentai, Supernatural",OVA,2,Unknown,7327,3651,90,60,135,215,267,228,118,76,50,62
10104,Loups=Garous #Overture,5.47,"Sci-Fi, Mystery",OVA,2,9767,9372,1614,22,15,25,105,136,152,72,45,36,21
10105,Bavi Stock,5.08,"Action, Sci-Fi, Adventure, Fantasy",OVA,2,10509,10740,881,11,1,5,16,49,74,62,35,10,8
10106,Sweet Home: H na Oneesan wa Suki Desu ka?,7.17,"Harem, Hentai",OVA,3,Unknown,4802,10638,502,472,897,1111,668,336,121,71,37,40
10108,Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,6.84,Comedy,Special,16,4283,3631,20299,715,735,1308,1798,1299,817,309,156,122,140
10109,Softenni,6.52,"Comedy, Sports, Ecchi, School",TV,12,5778,3526,21373,270,429,1188,2257,1795,1095,504,257,147,81
10110,Mayo Chiki!,7.31,"Harem, Comedy, Romance, Ecchi, School",TV,13,2309,341,391433,14720,25664,57304,67064,30668,13614,4751,1863,843,583
10112,Alexandros no Ketsudan,Unknown,Historical,OVA,1,13244,12219,480,8,1,4,14,23,29,7,12,2,3
10113,Yokohama Meibutsu: Otoko Katayama-gumi!,Unknown,"Action, School, Shounen",OVA,2,12999,12829,375,6,Unknown,5,12,6,19,5,1,2,4
10114,Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan,6.61,"Comedy, Shounen",Movie,1,5304,11763,581,20,21,34,51,24,23,7,4,4,5
10115,Friends: Mononoke Shima no Naki,6.86,"Kids, Fantasy, Comedy",Movie,1,4195,10546,965,50,50,61,86,48,31,18,8,3,8
10116,Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,6.82,"Comedy, Seinen",Movie,1,4365,8260,2526,83,98,260,408,242,135,50,17,11,12
10118,Ginga Tetsudou 999: Jikuu wo Koeta Energy no Tabi,6.17,"Adventure, Drama, Sci-Fi",ONA,5,7505,11437,666,11,5,10,33,20,18,8,4,2,3
10119,Seitokai Yakuindomo OVA,7.79,"Comedy, School, Shounen, Slice of Life",OVA,8,833,1323,107330,5584,10028,19906,14850,4662,1569,442,149,81,74
10122,Kowarekake no Orgel Special,6.91,"Sci-Fi, Slice of Life, Drama, Seinen",Special,1,4001,5041,9329,265,374,1069,1765,1068,513,144,59,28,18
10132,Jin Sheng Yuan,6.26,Music,Music,1,7062,11494,647,20,18,62,73,69,56,32,9,16,14
10135,Manga Hajimete Monogatari,Unknown,"Adventure, Comedy, Historical",TV,305,15421,12542,425,10,7,10,19,14,20,3,5,3,9
10136,Manga Doushite Monogatari,Unknown,"Kids, Adventure, Comedy",TV,100,15418,13549,295,7,6,9,15,7,15,2,Unknown,4,5
10137,Manga Naruhodo Monogatari,Unknown,"Adventure, Kids",TV,102,15432,14161,249,5,1,7,11,9,10,3,Unknown,2,5
10138,Manga Hajimete Omoshiro Juku,Unknown,"Adventure, Kids",TV,110,15419,13103,339,7,8,12,21,16,16,4,2,2,7
10139,21 Seiki Manga Hajimete Monogatari,Unknown,"Adventure, Comedy, Kids, Sci-Fi",Special,1,13192,12325,464,15,4,5,19,15,21,6,3,1,14
10149,Mofa Ya Ma,Unknown,"Adventure, Fantasy",Movie,1,15610,14122,251,4,5,12,18,17,23,3,6,2,2
10152,Kimi ni Todoke 2nd Season: Kataomoi,7.2,"Romance, Shoujo",Special,1,2774,2080,56972,2223,2935,6668,9412,5046,2075,502,170,103,85
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.18,"Action, Magic, Comedy, Sci-Fi, Drama",Movie,1,325,3603,20537,1680,2345,2710,1535,529,229,74,28,17,35
10155,Dog Days,6.96,"Action, Adventure, Fantasy, Magic",TV,13,3771,908,163866,4533,7285,15594,21883,13441,7730,3350,1475,840,644
10156,Sacred Seven,6.63,"Action, Sci-Fi, Super Power, School",TV,12,5237,1825,69382,1279,2027,4957,8780,6761,3914,1796,753,344,210
10161,No.6,7.58,"Action, Sci-Fi, Mystery, Drama",TV,11,1344,419,325787,23255,26855,37259,36844,19609,9345,4209,1637,819,744
10162,Usagi Drop,8.43,"Slice of Life, Josei",TV,11,140,339,391626,35965,63871,60718,27282,7426,2415,643,233,149,559
10163,C: The Money of Soul and Possibility Control,7.25,"Action, Mystery, Super Power, Thriller",TV,11,2564,582,250212,8437,16249,32311,36433,18914,8944,3798,1529,730,436
10165,Nichijou,8.48,"Slice of Life, Comedy, School, Shounen",TV,26,111,153,647924,64071,75349,71853,36292,12654,5875,2311,1045,548,932
10172,Freezing Specials,6.61,"Action, Comedy, Ecchi",Special,6,5336,2559,39714,1801,1711,3102,5223,4625,2794,1213,585,410,281
10177,DD Hokuto no Ken,6.16,"Parody, Seinen",TV,12,7535,6998,4113,79,88,189,322,333,201,105,62,62,37
10178,Otona Joshi no Anime Time,7.41,"Slice of Life, Drama, Romance, Josei",Special,4,1876,3860,17785,379,926,1856,1809,745,320,98,52,25,24
10180,Otome Youkai Zakuro Picture Drama,6.31,"Romance, Supernatural, Demons, Historical, Seinen",Special,2,6804,6588,4801,88,73,158,303,309,220,82,32,27,24
10187,HenSemi (TV),6.55,"Comedy, Ecchi, Seinen",TV,13,5638,2551,39658,679,1074,2614,4301,3434,2038,1020,479,333,270
10189,Hunter x Hunter Pilot,7.2,"Action, Adventure, Shounen, Super Power",OVA,1,2773,3578,20953,1104,884,1747,2846,1505,739,211,79,46,48
10191,Katte ni Kaizou,6.91,"Comedy, Parody, School, Sci-Fi, Shounen",OVA,6,3976,3172,26686,480,905,1821,2658,1708,866,432,165,117,90
10194,Bada-ui Jeonseol Jangbogo,6.08,"Action, Adventure, Mystery, Comedy",TV,26,7865,11247,713,16,8,13,25,35,30,14,7,4,5
10196,Baby Princess 3D Paradise 0 [Love],6.45,"Ecchi, Harem, Seinen",OVA,1,6151,3248,25303,1073,1031,1906,3001,2648,1687,861,498,394,297
10197,Nyanpire The Animation,6.68,"Comedy, Supernatural, Vampire",TV,12,5009,3300,24592,1115,1041,1899,3032,2680,1803,732,361,252,153
10199,Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,6.1,"Action, Adventure, Super Power, Kids, Magic, Fantasy, Shoujo",Movie,1,7820,11775,579,11,7,17,22,37,36,12,4,4,3
10200,Bikkuriman: Moen Zone no Himitsu,Unknown,"Action, Adventure, Kids",Movie,1,13424,14307,235,5,Unknown,2,10,8,9,7,5,1,5
10201,Senkou no Night Raid: Aruku Hako,6.22,"Action, Historical, Super Power",Special,1,7276,8557,2250,28,41,78,226,223,144,58,27,13,7
10202,Kamen Rider Den-O: Imagin Anime 3,6.38,"Action, Adventure, Comedy, Kids, Super Power",OVA,12,6504,11493,646,27,20,23,58,44,30,18,4,12,10
10203,Bikkuriman: Daiichiji Seima Taisen,Unknown,"Action, Adventure, Kids",Movie,1,13433,14301,235,5,1,3,5,9,10,9,3,2,6
10207,Lily to Kaeru to (Otouto),6.42,"Adventure, Comedy, Supernatural",Special,1,6318,10146,1142,15,25,47,135,144,81,12,10,4,7
10209,Kore wa Zombie Desu ka? OVA,7.42,"Action, Harem, Comedy, Supernatural, Magic, Ecchi",OVA,2,1828,1247,116101,5550,7996,17566,19964,8403,3389,1084,463,198,151
10210,Bug tte Honey,Unknown,"Adventure, Comedy",TV,51,13499,12808,377,9,3,2,16,7,13,7,2,6,4
10213,Maji de Watashi ni Koi Shinasai!,6.77,"Harem, Comedy, Super Power, Romance, Ecchi, Martial Arts, School",TV,12,4602,623,231553,5962,7966,18019,30506,20654,11065,5191,2362,1293,776
10216,"Yondemasu yo, Azazel-san. (TV)",7.54,"Comedy, Supernatural, Demons",TV,13,1466,1915,64259,2578,4520,8586,7988,3247,1379,592,245,137,152
10217,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,6.05,Magic,TV,12,8048,5592,7234,79,73,225,475,462,380,242,169,73,77
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,7.76,"Action, Military, Adventure, Demons, Supernatural, Fantasy, Seinen",Movie,1,888,903,165180,12653,19065,33814,26355,9683,3615,1513,543,241,259
10219,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,6.31,"Comedy, Romance, Ecchi",Special,1,6808,4371,13324,282,362,814,1737,1705,983,407,190,134,107
10224,Uchuu Majin Daikengou,6.08,"Action, Sci-Fi, Adventure, Space, Mecha",TV,26,7884,11068,772,12,7,14,42,39,23,14,9,10,8
10232,Tamayura: Hitotose,7.31,"Slice of Life, Comedy, Drama",TV,12,2289,2596,38506,818,1395,2897,3340,1736,850,325,115,52,42
10236,Kagee Grimm Douwa,Unknown,"Kids, Adventure, Fantasy, Magic, Romance, Supernatural, Demons, Historical, Drama",TV,52,14768,13711,283,5,Unknown,6,7,13,7,Unknown,1,Unknown,8
10237,Ki-Fighter Taerang,Unknown,"Adventure, Kids",TV,26,14986,15147,187,3,1,5,10,4,8,1,2,2,4
10238,Hybrid Deka,Unknown,Comedy,Movie,1,14549,13671,282,5,1,3,8,5,16,4,6,5,8
10239,Mayutoro The Toons,Unknown,"Comedy, Fantasy, Kids",TV,33,15480,15314,177,4,4,Unknown,6,4,11,5,Unknown,4,5
10241,Sekai Monoshiri Ryoko,5.68,Comedy,TV,1006,9224,12131,498,17,2,9,21,26,25,14,10,6,12
10242,Ton-Ton Atta to Niigata no Mukashibanashi,Unknown,Comedy,TV,13,12554,15387,170,5,1,2,6,6,2,2,3,Unknown,5
10244,Ultra B: Black Hole kara no Dokusaisha BB!!,Unknown,"Adventure, Comedy",Movie,1,12687,13432,304,27,24,34,25,12,11,5,1,1,5
10245,Burning Village,Unknown,"Fantasy, Horror",OVA,10,13521,13502,298,5,Unknown,3,11,1,8,6,2,Unknown,3
10246,Hajimete no Christmas,Unknown,Kids,Special,1,14225,15257,178,7,2,1,6,6,12,3,Unknown,1,7
10247,Jankenman: Kaijuu Dai Kessen,Unknown,"Comedy, Kids",OVA,1,14660,14986,193,4,1,1,12,9,6,5,3,Unknown,2
10249,Toaru Majutsu no Index-tan II,6.94,"Comedy, Parody",Special,2,3843,2819,33076,1096,1212,2492,4128,2621,1358,463,196,101,94
10250,Ultra B,6.06,"Comedy, Super Power",TV,119,7977,11185,742,66,44,49,53,76,80,34,8,11,16
10256,Shion Special,6.36,Hentai,Special,1,Unknown,9243,1714,65,49,65,139,113,95,42,21,13,20
10257,Pretty Rhythm: Aurora Dream,7.36,"Slice of Life, Sports, Music, Shoujo",TV,51,2071,3964,16907,747,786,1396,1692,914,516,210,97,54,38
10258,Gokicha!!,5.57,Comedy,ONA,2,9499,4789,10685,222,116,353,896,1299,1098,541,328,245,187
10259,Da Yu Hai Tang (Movie),7.58,"Adventure, Supernatural, Drama, Romance",Movie,1,1327,2949,30440,1506,1789,2744,2587,1211,568,285,115,60,65
10260,Eiyuu Densetsu: Sora no Kiseki The Animation,6.56,"Action, Adventure, Fantasy",OVA,2,5590,4264,14134,251,290,716,1350,1040,581,248,111,71,40
10261,Toufu Kozou,Unknown,Comedy,Movie,1,12584,12404,447,7,2,10,21,14,19,5,8,5,7
10262,Gag Manga Biyori: Jump Festa 2002 Special,6.28,Comedy,Special,1,6971,10852,836,22,19,44,95,88,59,27,7,13,5
10263,Sonic X Pilot,6.12,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen",Special,2,7717,7575,3305,126,65,154,274,465,330,138,63,36,20
10270,Gun-dou Musashi Recap,Unknown,"Adventure, Samurai, Fantasy",Special,1,14211,12489,437,6,1,2,12,9,13,5,1,11,10
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,8.25,"Game, Psychological, Thriller, Seinen",TV,26,261,1061,140118,12618,21758,24981,12254,3866,1281,507,192,86,167
10276,Tennis no Ouji-sama: Mini Theater,6.9,Comedy,Special,3,4043,7175,3888,179,141,308,375,299,171,61,30,23,18
10278,The iDOLM@STER,7.63,"Music, Comedy, Drama",TV,25,1191,1133,130168,4632,7652,13329,11646,5326,2792,1045,450,256,283
10280,Uchuu Kaizoku Sara Special,6.97,"Hentai, Sci-Fi",Special,1,Unknown,6494,4979,322,220,373,539,320,226,90,49,44,35
10282,Manga Nippon Mukashibanashi,6.07,Historical,TV,12,7971,12052,516,8,4,11,22,28,26,7,4,2,9
10285,Manga Nippon Mukashibanashi (Movie),Unknown,Historical,Movie,1,15438,13470,304,6,6,4,8,13,20,7,4,Unknown,3
10286,Soukou Kijo Iris Special,6.17,"Hentai, Supernatural",Special,1,Unknown,8653,2152,66,38,89,155,174,147,57,29,20,20
10294,Towa no Quon 1: Utakata no Kaben,7.37,"Action, Sci-Fi, Super Power, Supernatural",Movie,1,2015,1989,60454,1392,2710,6582,7227,2824,1228,396,146,65,54
10297,Shin Koihime†Musou: Otome Tairan - Gakuensai da yo! Zenin Shuugou no Koto,6.72,"Comedy, School",OVA,1,4818,6466,5030,123,151,318,567,396,223,80,27,25,19
10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,7.35,"Comedy, School, Shoujo",Special,1,2133,1762,73801,4640,4535,7945,10559,5787,2586,777,315,146,132
10301,Rio: Rainbow Gate! Special,6.1,"Ecchi, Game, Comedy",Special,1,7793,6727,4562,65,77,164,392,450,272,138,48,42,36
10302,Pocket Monsters: Diamond & Pearl Specials,6.98,"Action, Comedy, Kids, Fantasy",Special,2,3712,4929,9860,462,396,787,1413,905,494,128,44,31,27
10304,Shin Karate Jigoku-hen,Unknown,"Action, Martial Arts",OVA,2,11978,12821,380,5,3,3,10,15,15,9,2,3,3
10306,Umi Monogatari: Kanon to Iku Amamikoshima,6.02,Comedy,Special,13,8164,9271,1687,27,12,31,71,74,59,14,11,11,11
10308,Sengoku Otome: Momoiro Paradox,6.59,"Action, Comedy, Historical, Samurai, Sci-Fi, Super Power",TV,13,5407,2548,39748,640,1034,2356,4503,3740,2123,882,355,182,121
10313,Dallos Special,5.51,"Action, Mecha, Sci-Fi",Movie,1,9669,11373,687,9,3,9,28,49,65,33,12,10,10
10319,Chou Dendou Robo Tetsujin 28-gou FX,6.16,"Action, Adventure, Mecha, Sci-Fi",TV,47,7520,11031,784,13,7,18,34,35,26,14,7,3,3
10321,Uta no☆Prince-sama♪ Maji Love 1000%,7.1,"Harem, Music, Comedy, Romance, School, Shoujo",TV,13,3219,882,167818,9360,9861,15640,20328,13712,8255,3802,1719,996,744
10323,Golden★Kids,Unknown,"Sports, School",ONA,2,14164,13355,313,6,Unknown,1,11,6,7,3,7,8,11
10324,Tono to Issho: Gantai no Yabou,6.47,"Comedy, Historical, Parody, Samurai, Seinen",TV,12,6042,8072,2692,57,65,139,256,178,138,54,28,15,17
10325,Kyuuketsuki,5.93,"Hentai, Vampire",OVA,2,Unknown,5733,6814,228,132,246,375,408,384,220,144,120,100
10327,Cosplay Roshutsu Kenkyuukai,6.14,Hentai,OVA,2,Unknown,7079,4001,99,79,168,312,319,218,139,51,55,31
10330,Bakugan Battle Brawlers: Mechtanium Surge,6.15,"Action, Adventure, Fantasy, Game, Shounen",TV,46,7562,2889,31671,1215,908,1905,3885,4399,3189,1469,741,433,279
10334,Rurouni Kenshin Recap,7.22,"Action, Adventure, Comedy, Historical, Romance, Samurai",Special,1,2695,5499,7482,383,323,493,707,438,224,61,23,21,27
10335,Konpeki no Kantai: Sourai Kaihatsu Monogatari,Unknown,"Military, Historical",Special,1,15142,12800,379,6,4,7,25,11,13,3,3,2,7
10336,Last Exile: Ginyoku no Fam,7.09,"Action, Adventure, Sci-Fi",TV,21,3251,2569,39500,831,1687,3541,4418,2394,1256,672,251,122,89
10338,Honto ni Atta! Reibai Sensei,6.55,"Comedy, School, Shounen, Supernatural",TV,22,5643,5717,6872,96,130,344,675,585,353,140,65,37,40
10342,Tetsuwan Atom: Uchuu no Yuusha,6.29,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",Movie,1,6961,9876,1310,25,21,49,69,94,60,25,7,12,4
10346,Ring ni Kakero 1: Sekai Taikai-hen,6.45,Sports,TV,6,6140,10276,1089,37,16,29,77,50,29,11,10,4,1
10347,Happy Kappy,5.44,"Comedy, Fantasy, Shoujo",TV,25,9845,10309,1073,12,5,15,42,67,52,54,29,29,25
10348,Fireball Charming,6.8,Sci-Fi,TV,13,4427,5556,7319,198,360,775,1205,791,437,178,69,46,36
10349,Suzy's Zoo: Daisuki! Witzy,6.02,Kids,TV,25,8157,11919,539,16,5,24,35,52,43,20,13,3,8
10350,Hakuouki Sekkaroku,7.65,"Action, Historical, Demons, Drama, Fantasy, Josei",OVA,6,1156,3358,23761,1535,1539,2428,2523,1189,494,178,60,37,31
10351,Tenchi Muyou! Ryououki 2nd Season Picture Drama,6.91,"Comedy, Sci-Fi, Shounen, Space",Special,1,3976,6438,5085,226,236,423,686,444,275,84,38,25,17
10353,Okama Hakusho,Unknown,"Comedy, Seinen",OVA,3,11320,12082,515,5,1,5,13,8,10,6,2,4,10
10354,Kakomareta Sekai,5.73,Drama,ONA,1,9068,9643,1455,16,13,33,54,82,89,44,18,13,19
10355,Twinkle Heart: Gingakei made Todokanai,5.3,"Adventure, Comedy, Space",OVA,1,10122,10614,928,10,4,11,52,53,71,49,35,24,7
10357,Jinrui wa Suitai Shimashita,7.78,"Comedy, Fantasy, Seinen",TV,12,867,935,158291,4773,10983,17175,12075,4969,2213,967,340,175,159
10359,Jewelpet Sunshine,6.52,"Fantasy, Magic, Shoujo",TV,52,5776,7226,3787,63,66,129,198,194,124,48,27,25,18
10360,Kinniku Banzuke: Kongou-kun no Daibouken!,5.25,"Action, Shounen, Sports",TV,3,10234,12384,454,5,Unknown,3,13,17,30,22,16,16,5
10361,Macross F: Choujikuu Gekijou,6.37,"Comedy, Slice of Life",OVA,1,6575,7855,2966,63,65,101,157,140,117,58,31,20,14
10368,Teleclub no Himitsu,5.31,Hentai,OVA,2,Unknown,12533,430,11,2,2,6,11,25,12,10,14,22
10369,Shougeki Shinsengumi,Unknown,"Comedy, Historical",OVA,1,12042,14953,195,7,1,1,12,10,9,2,3,3,3
10370,Metal Fight Beyblade 4D,6.8,"Adventure, Sports",TV,52,4446,3143,27270,1507,1317,2755,4898,3529,2006,725,315,146,102
10372,Kamisama Dolls,7.04,"Action, Seinen, Supernatural",TV,13,3492,1906,64938,1190,2621,6689,9179,4805,2481,1074,388,178,104
10373,Soul Link Picture Drama,5.68,"Romance, Sci-Fi",Special,3,9206,10639,920,15,5,13,41,42,55,30,10,10,8
10375,Denshinbashira no Okaasan,5.76,Drama,Movie,1,8966,12609,412,8,7,8,33,47,31,19,12,9,12
10378,Shinryaku!? Ika Musume,7.51,"Comedy, Shounen, Slice of Life",TV,12,1543,1700,78017,2724,5281,12269,12587,4629,1906,432,127,59,56
10379,Natsume Yuujinchou San,8.6,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,13,67,738,200904,23877,29832,26487,11302,2904,903,218,93,59,226
10380,Oni Chichi: Re-birth,7.13,Hentai,OVA,1,Unknown,3004,29400,2447,2045,3202,3292,2052,1243,562,329,242,339
10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,6.57,"Comedy, Romance, School, Shoujo Ai",ONA,10,5517,4987,9609,265,147,276,465,397,276,112,64,46,57
10389,Momo e no Tegami,7.63,"Supernatural, Drama",Movie,1,1208,1936,63593,2192,4558,8668,8007,2837,1061,311,103,56,41
10390,.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,6.41,"Game, Comedy",Special,3,6369,5589,7239,142,135,296,496,465,309,121,47,38,40
10391,Kuragehime: Soreike! Amars Tankentai,5.64,"Adventure, Comedy, Josei",Special,6,9308,5252,8405,93,101,210,511,863,871,380,163,79,77
10392,Pet Life,6.32,Hentai,OVA,1,Unknown,6314,5334,183,110,255,472,450,323,144,68,42,57
10396,Ben-To,7.28,"Action, Comedy, Martial Arts",TV,12,2412,537,267602,8900,16263,37132,42819,20834,9513,3528,1366,672,445
10397,Mashiro-iro Symphony: The Color of Lovers,7.11,"Harem, Drama, Romance, School",TV,12,3180,1137,130036,4883,7170,14390,18626,10742,5649,2224,1004,458,357
10405,Xi Avant,6.24,"Adventure, Sci-Fi",Movie,1,7189,7870,2941,55,59,189,415,411,295,86,38,27,18
10406,Spelunker Sensei,5.11,Comedy,OVA,1,10456,8229,2539,48,25,101,210,247,306,196,165,114,95
10407,Shimanchu MiRiKa,5.55,Slice of Life,Special,1,9550,12288,472,8,1,1,19,30,41,17,13,5,9
10408,Hotarubi no Mori e,8.38,"Drama, Romance, Shoujo, Supernatural",Movie,1,167,199,567617,75089,85275,86761,46791,15160,5451,1885,620,333,633
10409,Kyouhaku: Owaranai Ashita - Special Stage,5.26,Hentai,Special,1,Unknown,10993,795,19,2,10,26,35,47,34,14,14,18
10417,Gyo,5.45,Horror,OVA,1,9806,2337,47152,736,1070,2299,4359,4949,3747,2994,1845,1620,1451
10418,Deadman Wonderland: Akai Knife Tsukai,6.98,"Action, Sci-Fi, Horror, Shounen",OVA,1,3697,1242,117178,3858,6284,13722,21731,12390,6025,2132,845,466,251
10419,Menkui!,7.12,Hentai,OVA,2,Unknown,4819,10477,438,404,867,1089,578,341,117,70,31,34
10420,Gakuen 3,6.53,Hentai,OVA,2,Unknown,6872,4323,146,89,192,354,275,177,63,38,21,34
10421,Bi-chiku Beach: Nangoku Nyuujoku Satsueikai,6.41,Hentai,OVA,1,Unknown,6374,5215,156,123,244,494,409,287,124,58,35,43
10424,Ona x2,5.5,Hentai,OVA,1,Unknown,9086,1816,34,22,37,99,126,177,76,36,43,32
10429,Otoko no Ko Ojousama,6.12,Hentai,OVA,1,Unknown,7549,3331,97,72,142,258,276,234,117,64,37,37
